AGTRAP	11.9417	5.09749
C1orf167	0.0912272	0.0126581
CLCN6	4.59438	1.70383
RP5-934G17.6	0	0
RNU5E-1	20.1238	20.6911
PLOD1	37.0373	23.3383
MFN2	24.0293	26.1042
MIIP	27.3452	37.7167
TNFRSF8	26.0549	38.7525
TNFRSF1B	16.3759	26.5047
MIR4632	0	0
VPS13D	3.46621	5.03145
SNORA59A	0	0
RP5-888M10.2	0	0
AADACL4	0	0
RP11-474O21.2	0	0
AADACL3	0	0
snoU13	0	0
C1orf158	0.0755875	0.0258832
PRAMEF12	0	0
PRAMEF1	0	0
PRAMEF2	0	0
PRAMEF7	0	0
RNU6-1072P	0	0
RP11-450I1.2	0	0
PRAMEF22	0	0
PRAMEF25	0	0
RP13-221M14.2	0	0
WI2-2994D6.1	0	0
RP11-248D7.2	0	0
PRAMEF5	0	0
RP11-219C24.6	0	0
PRAMEF9	0	0
RP11-219C24.10	0	0
PRAMEF16	0	0
PRAMEF21	0	0
XX-FW84067D5.2	0	0
PRAMEF15	0	0
PRAMEF17	0	0
PRAMEF20	0	0
RP4-597A16.2	0	0
RP4-597A16.3	0	0
PDPN	0	0
PRDM2	38.492	25.8729
KAZN	10.6702	8.6225
TMEM51	0.0593404	0.659804
FHAD1	0	0.0407104
EFHD2	34.483	75.7454
CTRC	0.278592	0.294279
CELA2A,CELA2B	0	0
DNAJC16	3.91224	3.16908
SCARNA21	0	0
CHCHD2P6	0.365623	0.177823
DDI2,RSC1A1	7.08118	8.27131
PLEKHM2	22.7652	22.6476
SLC25A34	0.211286	0.281576
TMEM82	0	0
FBLIM1	0.0266559	0.106143
RP11-169K16.6	0	0.102441
RP11-169K16.8	0	0
SPEN	14.795	9.16621
snoU13	0	0
RP11-5P18.1	0	0
RP11-5P18.3	0	0
TBC1D3P6	0	0
C1orf64	0.0107293	0
CLCNKA	0.182389	0
CLCNKB	0.0448706	0.0219177
RP11-276H7.2	0.0543944	0
RP11-276H7.3	0.122209	0
ARHGEF19-AS1	0	0
SZRD1	97.8792	99.6922
NECAP2	100.39	88.7406
RP4-798A10.2	0.270033	0.334563
RP4-798A10.7	1.32074	0.840628
RP4-798A10.4	0	0
FAM231B	0	0
AL355149.1	0	0
RP5-1182A14.5	0	0
MST1P2	0.816664	0.483336
FAM231A	0	0
AL021920.1	0	0
CROCC	6.25395	4.36911
RNU1-4	0	0
CROCCP4	0	0
RP11-108M9.2	0	0
U1	0.0157913	0
RP11-108M9.5	0	0
RNU1-2	0	0
RP1-37C10.3	0	0
Y_RNA	0	0
RP11-380J14.1	0	0
PADI1	0	0
PADI3	0	0
MIR3972	0	0
PADI4	0.0648174	0
PADI6	0	0.0147481
RP1-20B21.4	4.4671	6.5937
snoU13	0	0
ARHGEF10L	0.0972398	0.0427443
RP11-473A10.2	0	0
ACTL8	0.0498312	0
RP11-174G17.2	0	0
IGSF21	0	0
RP11-422P22.1	0	0
KLHDC7A	0.00708202	0
RP1-8B22.1	0	0
RP1-8B22.2	0	0
PAX7	0	0
RP1-43E13.2	0.333827	0.665135
MRTO4	30.3053	39.901
RP4-657E11.10	0.812883	0.328707
PQLC2	1.36688	2.03642
RN7SL277P	0	0
RNU4-28P	0	0
MINOS1,MINOS1-NBL1,NBL1	97.897	120.24
RPS14P3	0.78133	1.03277
HTR6	0	0.0400925
RP11-91K11.2	0	0
OTUD3	5.25707	6.24334
RN7SL304P	0	0
PLA2G5	0.13027	0.175841
PLA2G2F	0.432736	0.287112
RP3-340N1.2	0	0.0647979
UBXN10	1.14467	2.27329
RP3-340N1.6	0	0
VWA5B1	0.0110812	0.0159912
RPS4XP4	0	0
FAM43B	0.0185998	0.0200618
CDA	0	0
PINK1	1.23979	3.12981
RP5-930J4.2	0	0
RP5-930J4.4	57.4816	47.649
RNU7-200P	0	0
HSPE1P27	0	0
RP3-329E20.2	0	0
RP5-1071N3.1	0.380331	0.404633
PPP1R11P1	0	0
RP11-293F5.1	0	0
HS6ST1P1	0	0.0446912
CROCCP5	0	0
NBPF3	5.34477	4.41769
ALPL	0	0.0993859
RP11-63N8.3	0	0
RP11-132G19.3	0	0
LDLRAD2	0.0203691	0.0418268
RP11-26H16.1	0.114405	0
CELA3B	0	0
RN7SL386P	0	0
RNU6-1022P	0	0
CELA3A	0	0
RN7SL186P	0	0
RNU6-776P	0	0
LINC00339	5.89897	3.00672
CDC42	429.475	367.467
CDC42-IT1	0.282196	0.408994
RP1-224A6.9	0.107459	0
MIR4418	0	0
ZBTB40	4.31824	5.06708
ZBTB40-IT1	0	0.531817
EPHA8	0	0.0831326
C1QA	0.0410112	0.0446376
C1QC	0	0
C1QB	0	0
EPHB2	0.969074	4.15686
MIR4684	0	0
RP1-74M1.3	0.0313085	0.294911
KDM1A	51.6257	46.3986
MIR3115	0	0
RP5-979D14.1	0	0
RNU6-514P	0	0
RNU6-135P	0	0
RP5-1057J7.1	0	0
C1orf213	2.32969	1.34668
RP4-654C18.1	0	0
MDS2	0.180526	0.662135
RP11-223J15.2	0	0
RPL11	2653.49	2219.2
TCEB3	11.6565	15.9018
PITHD1	41.1351	73.4872
LYPLA2	32.916	42.4017
snoU13	0	0
RP11-4M23.3	0	0
MIR378F	0	0
PNRC2	3.44161	4.56249
RP11-293P20.2	0	0
RP11-293P20.4	0	0
RP11-10N16.2	0	0.0506514
AL590683.1	0	0
GRHL3	0	0
NIPAL3	22.3716	13.2234
RCAN3	18.9736	11.6569
NCMAP	0	0
RP11-496D1.2	0	0
SRRM1	52.9731	38.5885
CLIC4	107.383	65.0277
RP11-84D1.1	0	0.0541238
MIR4425	0	0
RP4-706G24.1	0	0
RP3-465N24.6	0	0
RHD	0.102629	0.0325381
TMEM50A	152.001	145.67
RNU6-1171P	0	0
RP3-469D22.1	0	0
AL031284.1	0	0
TMEM57	8.05631	12.3032
LDLRAP1	3.3491	1.71856
RP11-70P17.1	0	0.345872
MAN1C1	0.251663	0.40337
MTFR1L,RP1-317E23.6,SEPN1	19.2835	16.745
RP1-125I3.2	0	0
Y_RNA	0	0
SNRPFP2	0	0
RP1-125I3.4	0	0
AL033528.1	0	0
RNU6-110P	0	0
SCARNA17	0	0
SCARNA18	0	0
EXTL1	0	0
AL391650.1	0	0
PDIK1L	10.8967	9.55644
FAM110D	0.0336967	0.036064
ZNF593	4.90578	8.88562
CNKSR1	0.868687	1.10226
CATSPER4	0	0.0205695
RP11-231P20.2	0.0295331	0.030956
CEP85	21.7443	20.5713
SH3BGRL3	103.324	236.451
CD52	655.579	501.161
RP11-569G9.7	0	0
LIN28A	0.0118735	0.0303726
DHDDS	17.1575	20.1581
HMGN2	599.681	457.183
RPS6KA1	35.7348	29.2778
MIR1976	0	0
RP4-785J1.1	0	0
ARID1A	18.1975	16.5323
RN7SL501P	0.560504	0
PIGV	5.77224	2.83729
RN7SL165P	0	0
ZDHHC18	24.3891	21.5248
SFN	0.559338	1.18606
RP1-50O24.6	1.07882	0
NUDC	53.4269	71.3965
RP11-344H11.4	0	0
RP11-344H11.5	0	0
TRNP1	0.484142	0.704829
RP11-40H20.5	0	0.102257
NPM1P39	0.0337033	0
SNRPEP7	0	0
WDTC1	19.935	16.1148
RP11-4K3__A.3	0	0
TMEM222	16.8622	24.0046
RNU6-48P	0	0
RP11-4K3__A.5	0.655147	0.520266
SYTL1	55.1519	54.3214
RP1-144C9.2	0	0
GPR3	1.41027	2.7593
RP4-752I6.1	0	0
RP1-159A19.4	0	0
RP1-159A19.3	0	0
RP11-288L9.4	0.106321	0.10686
RNU6-424P	0	0
FAM76A	3.97808	5.83197
RP3-426I6.2	0	0
RPEP3	0	0
STX12	15.1646	16.3156
RP3-426I6.5	0	3.14033
RP3-426I6.6	0	0.832216
RNU6-1245P	0	0
PPP1R8	42.8377	40.8307
SCARNA1	3.15875	3.11118
THEMIS2	0.924853	2.34772
SMPDL3B	0.0778735	0.0217877
XKR8	1.11824	2.61319
RP5-1053E7.2	0	0
AL353354.2	54.104	67.1085
ATPIF1	148.705	156.457
RP5-1092A3.5	0	0
SESN2	11.8134	8.01505
MED18	14.3535	10.121
PHACTR4	6.32332	7.3506
RP1-308E4.1	0	0
RNU6ATAC27P	0	0
RCC1	181.923	258.924
SNORA73B	67.3728	348.886
snoU13	0	0
TRNAU1AP	16.2134	20.4452
RAB42	0.0184563	0
RP11-442N24__B.1	0.177965	0.268561
RNU11	137.015	85.6686
GMEB1	6.94284	7.59376
SCARNA24	0	7.03847
YTHDF2	30.6404	68.8331
OPRD1	0	0
RP1-212P9.2	0	0
EPB41	34.5764	21.5437
Y_RNA	0	0
RP11-242O24.5	0.570947	0.580091
RP11-467D18.2	0	0
PTPRU	0.0273394	0.0450072
AL139151.1	0	0
AL645944.1	0	0
RP5-893G23.1	0	0
RP3-357I16.1	0	0
RP4-591L5.2	0	0
MATN1-AS1	0.54343	0.247689
RP1-65J11.1	0	0
RN7SKP91	0	0
RP1-65J11.5	0	0
RP11-201O14.1	0	0
RP11-201O14.2	0	0
ZCCHC17	18.6708	17.6092
SERINC2	0.119841	0.0594193
RP11-439L8.3	0	0
RP11-439L8.4	0.0140866	0
TINAGL1	0.134713	0
HCRTR1	0	0.0809658
RP11-73M7.6,RP11-73M7.9	0.465623	0.151866
RP11-84A19.3	0	0
AL136115.1	0.437066	0.41662
RP4-534N18.2	0.144397	0.564333
KHDRBS1	116.065	128.273
TMEM39B	17.6449	11.997
MIR5585	0	0
KPNA6	12.6655	12.5537
TXLNA	28.731	32.8936
CCDC28B	88.6428	80.8957
IQCC	1.60457	2.20984
DCDC2B	0	0.0795636
EIF3I	260.716	257.25
FAM167B	0.14857	0.102621
LCK	136.92	102.346
HDAC1	218.187	172.397
TSSK3	0.0512073	0.0259798
RP11-395N6.4	0	0
RN7SL122P	0	0
RP1-27O5.3,ZBTB8A,ZBTB8B	2.49262	3.6549
Y_RNA	0	0
RBBP4	241.193	170.786
KIAA1522	9.6003	11.6547
S100PBP	28.1746	17.9658
HPCA	0.106301	0.082581
AL031602.1	0	0
FKSG48	0	0.247068
RP4-803A2.1	0.109852	0.217201
RP1-117O3.2,RP4-803A2.2	0.0912565	0.126657
ADC	0.76815	1.14832
ZNF362	7.75044	5.62733
RP11-415J8.7	0	0.354244
RP11-415J8.3	0.334667	0.571761
RP11-415J8.5	0	0
TLR12P	0	0
ZSCAN20	0.118297	0.229901
HSPD1P14	0	0
HMGB4	0	0
RP5-1007G16.1	0	0
RNA5SP42	0	0
C1orf94	0	0
GJB5	0	0
GJB4	0.0134572	0
GJB3	0	0.0440647
GJA4	0	0.0285701
RP5-997D16.2	2.13643	3.32495
SNORD112	0	0
RP11-248I9.2	0	0
ZMYM1	6.8616	5.00272
EFCAB14P1	0	0
Y_RNA	0	0
ZMYM4	12.5358	7.95582
SNORA62	0	0
RPL5P4	0.052911	0
RP4-728D4.3	0	0
NCDN	4.4779	5.30727
TFAP2E	0.622342	0.924924
RP11-435D7.3	1.37804	0.190373
AGO4	3.14244	3.63104
AGO1	4.25683	3.52452
AGO3	6.56141	4.30706
TEKT2	0	0.132576
ADPRHL2	11.5598	22.56
MAP7D1	39.513	46.2923
RN7SL131P	0	0
THRAP3	46.5779	43.1373
RP11-268J15.5,SH3D21	4.2668	2.20005
FTLP18	0	0
RP4-614N24.1	0	0
MIR4255	0	0
RNU6-636P	0	0
RPS29P6	0	0
ZC3H12A	6.30319	13.8
FTH1P1	0.107764	0
RP3-423B22.5	1.25837	0.427803
DNALI1	0	0.0574678
CDCA8	24.7201	17.0691
snoU13	0	0
ACTN4P2	0	0
MANEAL	7.29333	13.4194
C1orf122	10.9389	33.7621
RP11-109P14.8	0	0
RP11-109P14.10	0	0
SNORA63	0	0
RNU6-584P	0	0
RNU6-510P	0	0
UTP11L	64.7754	86.7249
RP5-884C9.2	0	0
MIR3659	0	0
RNU6-753P	0	0
RP11-329N22.1	0	0
RP11-334L9.1	0	0
RP5-864K19.4	0.311691	0
RNU6-605P	0	0
AKIRIN1	53.4791	63.8262
NDUFS5	347.776	388.526
KIAA0754,MACF1	54.9207	32.2085
RP11-416A14.1	3.14732	2.59184
BMP8A	0.223993	0.134848
OXCT2P1	0	0.0237482
RP11-69E11.8	1.6784	0.732281
RP1-144F13.3	0	0
PPIE	59.331	47.3709
RP1-144F13.4	0	0
RP1-118J21.25	0.543835	0.554514
RP1-118J21.5	0.113347	0.397967
MFSD2A	0.185514	0.458765
RP3-342P20.2	0	0
CAP1	239.566	267.052
RP11-115D7.3	0	0
RLF	10.7482	10.858
RNU6-1237P	0	0
TMCO2	0	0
ZMPSTE24	24.854	41.994
SMAP2	115.481	80.6849
RP1-228H13.2	0	0
ZFP69B	0.775493	0.973605
RP1-228H13.5	1.90449	2.53089
ZFP69	0.321829	0.268899
EXO5	4.4538	6.66552
ZNF684	2.03038	2.86652
RP1-63P18.2	0	0
NFYC	22.2485	21.6148
MIR30E	0	0
MIR30C1	0	0
KCNQ4	0.0176637	0.159862
RN7SL326P	0	0
RP5-1066H13.4	0	0
CTPS1	42.6548	54.9614
RP4-635E8.1	0	0
RP11-399E6.1	0	0
FOXO6	0.856681	0.26047
RP11-486B10.3	0	0
RP11-486B10.4	0.0440342	0.0293266
AL451006.1	0	0
HNRNPFP1	0	0
RP11-319C21.1	0	0
GUCA2B	0	0
RIMKLA	1.78336	1.06201
CCDC30,PPCS	40.0893	36.3741
RP11-163G10.2	0	0
RNU6-536P	0	0
RP11-163G10.4	0	0
PPIH	97.8047	69.2859
RP5-994D16.3	0.591872	0.354891
YBX1	374.349	338.79
C1orf50	7.55794	8.44121
ERMAP	1.33016	1.36974
ZNF691	2.77443	3.77134
ATP6V1E1P1	0	0
SLC2A1-AS1	0.089234	0.132002
RNU6-880P	0	0
FAM183A	0.180308	0.225324
WDR65	0.442996	0.6442
RNA5SP46	0	0
TMEM125	0	0
TIE1	0.0140284	0
MPL	0.0252124	0
CDC20	29.3857	20.3833
RP1-92O14.6	1.44097	1.37308
SZT2	2.94654	3.47777
HYI-AS1	0	0.135727
PTPRF	5.5502	3.35711
KDM4A	14.803	10.8544
ST3GAL3	9.24458	6.69934
RNU6-1058P	0	0
RP11-184I16.3	0	0
ARTN	0.311318	0.299248
IPO13	5.08125	12.1324
DPH2	26.4869	43.9371
ATP6V0B	46.6326	80.9228
B4GALT2	14.9257	16.3473
CCDC24	0.700249	0.599791
RP5-1198O20.4	0.124365	0.363935
KLF17	0	0
DMAP1	15.537	15.5084
RNU6-369P	0	0
RNF220	46.6631	53.9397
MIR5584	0	0
C1orf228	0.238889	0.356393
KIF2C	38.7236	14.0864
RPS8	2679.65	2648.05
SNORD46	15.9783	8.35103
PLK3	10.1469	30.6622
BTBD19	0.901913	9.06018
RNA5SP47	0	0
CCNB1IP1P1	0	0
UROD	18.5607	18.4685
HPDL	4.62438	2.2889
TOE1	7.32516	12.2055
RP11-291L19.1	0	0
MMACHC	4.46117	2.34648
HMGB1P48	0	0
AKR1A1	145.812	137.192
NASP	265.009	221.306
TMEM69	37.2465	27.7783
RP11-630I5.1	0	0
MAST2	3.75139	4.32224
RP4-533D7.4	0	0.118158
RP4-533D7.3	0	0
RP4-533D7.5	1.08572	1.93313
TSPAN1	0	0.0829584
LURAP1	0	0
RAD54L	11.9112	7.13165
UQCRH	605.175	528.283
NSUN4	10.3929	9.37164
RP4-603I14.3	0.347448	0
FAAH	2.29408	3.79127
RP5-1109J22.1	0.617129	0.794518
LINC00505	0.821455	2.41836
DMBX1	0	0
MKNK1-AS1	0.0536787	0.0354106
TEX38	0	0
EFCAB14-AS1	0	0
RP11-8J9.5	0	0
CYP4B1	0	0
RP11-346M5.1	0	0
CYP4X1	0	0
CYP4Z1	0	0
CYP4A22	0	0
LINC00853	0.439103	0.0746631
RP1-18D14.7	0	0
CMPK1	140.02	110.8
FOXE3	0.0787628	0.083652
FOXD2	0.844755	0.888868
AL356458.1	0	0
ATP6V0E1P4	0	0
RP11-543D5.1	0	0
RP11-330M19.1	0	0
RP4-683M8.2	0	0
CYP46A4P	0	0
AL109659.1	0	0
RP5-1024N4.2	0	0
SLC5A9	0	0
RNU6-723P	0	0
RP11-329A14.1	0.0901965	0
RNU4-61P	0	0
RP11-141A19.1	0	0
snoU13	0	0
RP11-141A19.2	0	0
ZNF859P	0	0
AL645730.1	0	0
AL645730.2	0	0
MTND2P29	0	0
ELAVL4	0	0
RP11-492I2.1	0	0
RP11-183G22.1	0	0
RP5-850O15.3	0	0
RNU6-1026P	0	0
RNU6-1253P	0	0
PHBP12	0.115169	0.337978
MRPS6P2	0	0
CDKN2C	17.869	8.70659
MIR4421	0	0
C1orf185	0	0
Y_RNA	0	0
AL162430.2	0	0
AL162430.1	0	0
RNF11	29.1626	33.0689
RP11-275F13.1	0	0
RP11-275F13.3	0.042587	0.122223
RNU6-877P	0	0
RP11-253A20.1	0	0.269493
RP11-191G24.1	2.78387	3.56753
OSBPL9	68.3311	38.1266
SLC25A6P3	0	0
RP4-657D16.3	7.38289	6.78862
RP4-657D16.6	0	0
TSEN15P2	0	0
Y_RNA	0	0
RNA5SP48	0	0
RP11-91A18.1	0	0
RN7SL290P	0	0
RP11-91A18.4	5.89271	10.9117
TXNDC12-AS1	0	0
BTF3L4	152.535	102.591
ZFYVE9	3.21588	3.07695
RN7SL788P	0	0
PDCL3P6	0	0.0504152
ANAPC10P1	0.107284	0.321385
RP11-155O18.6	2.5819	1.50112
PLA2G12AP1	0	0.380537
PRPF38A	42.1355	36.533
snoU13	0	0
RP11-25O10.2	0	0
EEF1GP7	0	0
GPX7	1.61952	0.650376
FAM159A	0.0407762	0.162597
NDUFS5P3	0	0
RN7SL62P	0	0
ZYG11B	4.27458	2.51394
RNU2-30P	5.6549	0
ZYG11A	2.86976	2.62315
RP4-631H13.6	1.09647	2.22205
SCP2	123.474	101.35
MIR1273F	0	0
MIR5095	0	0
MIR1273G	0	0
PODN	0	0
RP11-334A14.8	0.0239483	0.0236526
CPT2	3.1043	1.66258
RP5-1024G6.7	0.0103178	0.0305893
RP5-1024G6.5	0.0849074	0
RP4-784A16.1	0.584006	0.553426
RP4-784A16.2	0.0764314	0
RP4-784A16.4	0	0
RP4-784A16.5	5.7944	2.19921
DMRTB1	0	0
AL049745.1	0	0
RP4-654H19.2	0	0
DIO1	0.0478498	0.0427084
LRRC42	8.15391	8.88196
AL353898.1	0	0
TCEANC2	5.68652	2.66743
RP4-758J24.4	0	0
AL161915.1	0.758444	0.357724
MRPL37	49.0135	48.6772
SSBP3-AS1	0.135858	0.209708
RP5-997D24.3	0.256232	0.127037
RP4-705F19.1	0	0
AC099796.1	0	0
RP5-866L20.2	0	0
SNORD112	0	0
HNRNPA1P63	0	0.0319262
ACOT11	0.660563	0.479717
MROH7,MROH7-TTC4,TTC4	23.7638	25.0785
RP11-67L3.2	0	0
C1orf177	0.0652599	0.0201989
RP11-67L3.4,RP11-67L3.5	5.6291	4.84033
TMEM61	0	0
BSND	0	0.0749787
PCSK9	0	0
RP11-101C11.1	0	0
GYG1P3	0	0
MIR4422	0	0
GOT2P1	0	0
RNU6-830P	0	0
RP11-466L17.1	0	0
RP11-90C4.1	0	0
RP11-90C4.3	0	0
RP1-158P9.1	0	0
RP4-710M16.2	0	0
RPL21P23	0	0
PRKAA2	0	0.0057901
C8A	0	0
RP5-1103B4.3	0	0.0877829
AL161740.1	0	0
RP6-102O10.1	0	0
AL137855.1	0	0
DAB1-AS1	0	0
RP11-393I23.4	0	0
RP11-393I23.3	0	0
Y_RNA	0	0
LINC01135	0.0418611	0.0419638
PHBP3	0	0
RP4-794H19.4	3.14691	4.56677
RP11-145M4.3	0.1025	0
FGGY	0	0
RP4-782L23.1	0	0
HOOK1	0	0
PGBD4P8	0	0
RP11-575B7.3	0	0
NFIA	3.59759	1.44557
RP4-802A10.1	0.291948	0
AC099791.1	0	0
RP11-430G17.1	0	0
INADL	0.0836229	0.116667
RNU6-414P	0	0
RNU6-1177P	0	0
LAMTOR5P1	0	0
RN7SL180P	0	0
MIR3116-2	0	0
PIGPP2	0	0
RPS15AP7	0	0
L1TD1	0	0.014774
USP1	45.7175	45.0573
RP11-293K19.1	0	0
ANGPTL3	0.181338	0.0344012
AL138847.1	0.0776377	0
RP11-230B22.1	0	0.127721
ATG4C	8.4407	3.82198
RP4-771M4.3	0	0
RP4-771M4.2	0	0
RP11-5P4.2	0	0
RP11-335E6.2	0	0
RP11-335E6.3	0	0
AL138935.1	0	0
FOXD3	0.399187	1.37958
Y_RNA	0	0
ALG6	15.8931	14.3745
EFCAB7	8.34497	3.4347
DLEU2L	0.77214	0.125849
PGM1	21.0252	18.1836
RN7SL130P	0.296863	0
ROR1	0.00812982	0.109078
UBE2U	0	0
CACHD1	0.0212912	0.0348059
MIR4794	0	0
RAVER2	0.557822	0.580886
RP11-182I10.1	0	0
RP11-182I10.2	0	0
AK4	17.8332	8.49424
RP4-700A9.1	0	0
DNAJC6	0.226549	0.955616
LEPR,LEPROT	12.929	8.70571
RP4-630A11.3	0	0
snoU13	0	0
PDE4B	14.0946	15.0185
SGIP1	0	0
MIR3117	0	0
TCTEX1D1	0	0
RP11-342H21.2	0	0
MIER1	15.6242	16.894
IL23R	0.0698072	0.370707
RNU6-586P	0	0
RP4-763G1.1	0	0
IL12RB2	0.0290871	0.0946908
RNU6-387P	0	0
RP4-763G1.2	0	0
RNU6-1031P	0	0
RP11-393N21.1	0	0
GADD45A	7.91441	37.8664
GNG12-AS1	0	0
RP4-609E1.2	0	0
AL157407.1	0	0
COX6B1P7	0	0
RP4-694A7.2	0.563179	0.2722
RP4-694A7.4	0.114788	0.0550013
RP11-424D14.1	0	0
RP3-380B4.1	0	0
LRRC7	0.311351	0.182553
RN7SL538P	0	0
PIN1P1	0	0
SRSF11	219.891	151.87
HHLA3	20.8833	23.1884
CTH	31.1629	32.7455
RP11-42O15.3	3.30942	3.87065
RP11-42O15.2	0	0
RP5-952N6.1	0	0
RP3-333A15.1	0	0
ZRANB2-AS1	0.22012	0.215994
ZRANB2-AS2	1.1814	0.888855
RP11-386O9.2	0	0.133222
RP11-82L20.1	0	0
RP11-175G14.2	0	0
GDI2P2	0	0.088848
RPL31P12	0	0
RP11-262K1.1	0	0
KRT8P21	0	0
RP4-598G3.1	0.147068	0.048292
